gene_id,chrom,pos,gene_name
ENSG00000234922.1,chr7,25266107,TSEN15P3
ENSG00000233824.2,chr7,25324084,AC003985.1
ENSG00000260951.2,chr7,25395218,AC005100.1
ENSG00000285960.1,chr7,25466212,AC005100.2
ENSG00000227386.1,chr7,25549412,AC091705.1
ENSG00000223561.7,chr7,25672168,AC005165.1
ENSG00000239622.1,chr7,25689770,AC005165.2
ENSG00000287096.1,chr7,25753573,AC005165.3
ENSG00000286725.1,chr7,25831622,AC018706.1
ENSG00000270933.1,chr7,25949030,AC010719.1
ENSG00000199085.3,chr7,25949952,MIR148A
ENSG00000050344.9,chr7,26169668,NFE2L3
ENSG00000122566.22,chr7,26186340,HNRNPA2B1
ENSG00000122565.19,chr7,26207384,CBX3
ENSG00000285860.1,chr7,26240561,AC010677.2
ENSG00000232383.1,chr7,26276400,AC010677.1
ENSG00000086300.16,chr7,26333122,SNX10
ENSG00000225792.2,chr7,26373006,AC004540.2
ENSG00000214870.9,chr7,26448094,AC004540.1
ENSG00000122548.5,chr7,26535954,KIAA0087
ENSG00000280255.1,chr7,26539713,AC004947.2
ENSG00000233760.2,chr7,26555283,AC004947.1
ENSG00000286507.1,chr7,26607948,AC004947.3
ENSG00000222004.7,chr7,26642588,LINC02860
ENSG00000005020.13,chr7,26831154,SKAP2
ENSG00000213787.3,chr7,26922511,RPL7AP38
ENSG00000226059.2,chr7,26983068,HMGB3P20
ENSG00000214869.5,chr7,27024322,TPM3P4
ENSG00000213786.3,chr7,27048398,NHP2P2
ENSG00000105991.10,chr7,27094496,HOXA1
ENSG00000276528.1,chr7,27096186,AC004079.3
ENSG00000233429.9,chr7,27097956,HOTAIRM1
ENSG00000276771.1,chr7,27099007,AC004079.4
ENSG00000274864.1,chr7,27099807,AC004079.2
ENSG00000274396.1,chr7,27099906,AC004079.1
ENSG00000277694.1,chr7,27100039,AC004079.5
ENSG00000105996.7,chr7,27101520,HOXA2
ENSG00000253552.8,chr7,27121040,HOXA-AS2
ENSG00000105997.22,chr7,27129382,HOXA3
ENSG00000197576.14,chr7,27129644,HOXA4
ENSG00000273433.1,chr7,27140765,AC004080.6
ENSG00000106004.5,chr7,27142366,HOXA5
ENSG00000254369.6,chr7,27142952,HOXA-AS3
ENSG00000106006.6,chr7,27148000,HOXA6
ENSG00000272801.1,chr7,27149982,AC004080.5
ENSG00000122592.8,chr7,27155826,HOXA7
ENSG00000270182.1,chr7,27158660,AC004080.4
ENSG00000078399.19,chr7,27168809,HOXA9
ENSG00000283745.1,chr7,27169522,MIR196B
ENSG00000253187.2,chr7,27170267,HOXA10-AS
ENSG00000257184.3,chr7,27171774,AC004080.3
ENSG00000253293.5,chr7,27175426,HOXA10
ENSG00000005073.6,chr7,27183194,HOXA11
ENSG00000273961.1,chr7,27185482,AC004080.7
ENSG00000278334.1,chr7,27185925,AC004080.14
ENSG00000276496.1,chr7,27186214,AC004080.8
ENSG00000240990.10,chr7,27186902,HOXA11-AS
ENSG00000277966.1,chr7,27187008,AC004080.12
ENSG00000278592.1,chr7,27187920,AC004080.15
ENSG00000278020.1,chr7,27188905,AC004080.13
ENSG00000253508.1,chr7,27190010,AC004080.2
ENSG00000106031.9,chr7,27196797,HOXA13
ENSG00000276609.1,chr7,27200493,AC004080.9
ENSG00000278708.1,chr7,27202032,AC004080.16
ENSG00000277469.1,chr7,27202470,AC004080.10
ENSG00000243766.8,chr7,27202917,HOTTIP
ENSG00000277553.1,chr7,27206221,AC004080.11
ENSG00000286323.1,chr7,27211883,AC004080.17
ENSG00000253308.2,chr7,27240236,AC004080.1
ENSG00000253405.1,chr7,27244329,EVX1-AS
ENSG00000106038.13,chr7,27246596,EVX1
ENSG00000213783.4,chr7,27269518,RPL35P4
ENSG00000236569.3,chr7,27329070,HNRNPA1P73
ENSG00000279655.1,chr7,27380884,AC004009.3
ENSG00000224322.2,chr7,27385974,AC004009.1
ENSG00000279429.1,chr7,27412528,AC004009.2
ENSG00000233830.2,chr7,27458506,EIF4HP1
ENSG00000213781.3,chr7,27462368,PSMC1P2
ENSG00000235574.1,chr7,27492224,AC073150.1
ENSG00000106049.9,chr7,27594162,HIBADH
ENSG00000286478.1,chr7,27622485,AC007130.1
ENSG00000229893.2,chr7,27736730,TAX1BP1-AS1
ENSG00000106052.13,chr7,27791948,TAX1BP1
ENSG00000287489.1,chr7,27875166,AC004549.1
ENSG00000153814.13,chr7,28005684,JAZF1
ENSG00000206623.1,chr7,28118166,RNU6-979P
ENSG00000234336.7,chr7,28212120,JAZF1-AS1
ENSG00000174495.12,chr7,28279456,PPIAP80
ENSG00000146592.17,chr7,28562608,CREB5
ENSG00000225286.1,chr7,28615492,AC005105.1
ENSG00000255690.3,chr7,28955844,TRIL
ENSG00000228421.2,chr7,28958506,AC005013.1
ENSG00000233517.1,chr7,28987964,AC005162.1
ENSG00000272568.6,chr7,28996667,AC005162.2
ENSG00000229452.1,chr7,29081406,CPVL-AS1
ENSG00000106066.15,chr7,29095343,CPVL
ENSG00000285412.1,chr7,29125223,AC005232.1
ENSG00000285081.1,chr7,29192846,AC004593.1
ENSG00000235669.1,chr7,29204255,CHN2-AS1
ENSG00000237065.2,chr7,29212758,NANOGP4
ENSG00000285162.1,chr7,29318504,AC004593.2
ENSG00000106069.23,chr7,29330448,CHN2
ENSG00000223813.3,chr7,29538947,AC007255.1
ENSG00000270196.1,chr7,29551836,GTF3C6P3
ENSG00000176532.4,chr7,29565564,PRR15
ENSG00000223437.1,chr7,29625926,TMSB4XP3
ENSG00000225264.3,chr7,29642025,ZNRF2P2
ENSG00000212024.2,chr7,29680781,MIR550A3
ENSG00000227855.3,chr7,29696410,DPY19L2P3
ENSG00000122574.11,chr7,29861776,WIPF3
ENSG00000238906.1,chr7,29912580,AC004912.1
ENSG00000136193.17,chr7,29955196,SCRN1
ENSG00000227014.6,chr7,30008072,FKBP14-AS1
ENSG00000106080.11,chr7,30018644,FKBP14
ENSG00000231519.1,chr7,30072386,AC007285.1
ENSG00000106086.20,chr7,30078944,PLEKHA8
ENSG00000283618.1,chr7,30115920,AC007036.4
ENSG00000286847.1,chr7,30132110,AC007036.5
ENSG00000230751.1,chr7,30141144,AC007036.2
ENSG00000180354.16,chr7,30148874,MTURN
ENSG00000251660.1,chr7,30158532,AC007036.3
ENSG00000225907.1,chr7,30167904,RPS27P16
ENSG00000227017.1,chr7,30177700,AC007036.1
ENSG00000207771.1,chr7,30289842,MIR550A1
ENSG00000283237.1,chr7,30289842,MIR550B1
ENSG00000180233.11,chr7,30326143,ZNRF2
ENSG00000235859.5,chr7,30372124,AC006978.1
ENSG00000281593.1,chr7,30387451,AC006978.2
ENSG00000281404.2,chr7,30401630,LINC01176
ENSG00000272638.1,chr7,30425042,AC006027.1
ENSG00000106100.11,chr7,30451656,NOD1
ENSG00000006625.18,chr7,30500731,GGCT
ENSG00000244480.1,chr7,30523839,AC005154.2
ENSG00000281039.1,chr7,30523919,AC005154.5
ENSG00000264520.1,chr7,30529672,AC005154.4
ENSG00000226874.1,chr7,30544242,AC005154.1
ENSG00000263683.1,chr7,30550893,AC005154.3
ENSG00000196295.12,chr7,30555798,GARS1-DT
ENSG00000106105.15,chr7,30607283,GARS1
ENSG00000106113.19,chr7,30676036,CRHR2
ENSG00000241644.2,chr7,30727794,INMT
ENSG00000223419.1,chr7,30742624,AC006022.1
ENSG00000229263.1,chr7,30800050,AC004691.1
ENSG00000254959.6,chr7,30822109,INMT-MINDY4
ENSG00000106125.14,chr7,30831902,MINDY4
ENSG00000250424.4,chr7,30888042,AC004691.2
ENSG00000240583.14,chr7,30918685,AQP1
ENSG00000106128.19,chr7,30965962,GHRHR
ENSG00000078549.15,chr7,31081894,ADCYAP1R1
ENSG00000232887.1,chr7,31119428,AC006466.1
ENSG00000286487.1,chr7,31219240,AC006398.1
ENSG00000271027.1,chr7,31330804,AC006380.1
ENSG00000164600.7,chr7,31339096,NEUROD6
ENSG00000231418.2,chr7,31417730,AC005090.1
ENSG00000180347.13,chr7,31586396,ITPRID1
ENSG00000106341.11,chr7,31697835,PPP1R17
ENSG00000236460.1,chr7,31941422,SNX2P2
ENSG00000154678.18,chr7,32089655,PDE1C
ENSG00000284839.1,chr7,32429852,AC018637.1
ENSG00000226468.2,chr7,32457360,AC018641.1
ENSG00000226421.1,chr7,32471961,SLC25A5P5
ENSG00000106355.10,chr7,32490310,LSM5
ENSG00000105778.19,chr7,32542076,AVL9
ENSG00000229358.3,chr7,32671368,DPY19L1P1
ENSG00000207573.1,chr7,32733029,MIR550A2
ENSG00000283461.1,chr7,32733029,MIR550B2
ENSG00000237004.4,chr7,32741156,ZNRF2P1
ENSG00000273014.1,chr7,32759118,AC018645.3
ENSG00000281332.1,chr7,32761602,LINC00997
ENSG00000250756.1,chr7,32788388,AC018645.1
ENSG00000251999.1,chr7,32791880,AC018645.2
ENSG00000231952.3,chr7,32825664,DPY19L1P2
ENSG00000272905.1,chr7,32845728,AC018648.1
ENSG00000170852.11,chr7,32881152,KBTBD2
ENSG00000205763.13,chr7,32929996,RP9P
ENSG00000224573.1,chr7,32951541,AC083863.1
ENSG00000122642.11,chr7,32982167,FKBP9
ENSG00000252821.1,chr7,33002002,RNU6-388P
ENSG00000229054.1,chr7,33036297,RPS29P14
ENSG00000122643.22,chr7,33038456,NT5C3A
ENSG00000241420.3,chr7,33045944,RN7SL505P
ENSG00000164610.9,chr7,33102100,RP9
ENSG00000228015.1,chr7,33129066,AC074338.1
ENSG00000222741.1,chr7,33177789,RNA5SP229
ENSG00000224946.1,chr7,33276962,AC007312.1
ENSG00000238090.1,chr7,33380425,AC006195.1
ENSG00000122507.21,chr7,33493368,BBS9
ENSG00000173862.3,chr7,33727218,AC008080.1
ENSG00000227481.1,chr7,33731178,AC008080.2
ENSG00000236494.2,chr7,33798178,AC008080.4
ENSG00000233219.1,chr7,33871366,AC008080.3
ENSG00000164619.10,chr7,34030368,BMPER
ENSG00000286300.1,chr7,34126537,AC007350.1
ENSG00000236212.2,chr7,34254238,AC009262.1
ENSG00000202431.1,chr7,34297547,RNU6-438P
ENSG00000197085.11,chr7,34609047,NPSR1-AS1
ENSG00000235379.1,chr7,34711118,RPL7P31
ENSG00000230356.1,chr7,34751153,NCAPD2P1
ENSG00000242653.3,chr7,34753572,RN7SL132P
ENSG00000187258.14,chr7,34768275,NPSR1
ENSG00000251802.1,chr7,34892483,AC004788.1
ENSG00000221669.1,chr7,34940797,MIR548N
ENSG00000173852.15,chr7,34983574,DPY19L1
ENSG00000287249.1,chr7,35080924,AC005400.1
ENSG00000189212.12,chr7,35133015,DPY19L2P1
ENSG00000236592.5,chr7,35169380,S100A11P2
ENSG00000164532.11,chr7,35228265,TBX20
ENSG00000226063.1,chr7,35259055,AC009531.1
ENSG00000287651.1,chr7,35345454,AC007652.3
ENSG00000286526.1,chr7,35376012,AC007652.2
ENSG00000235464.1,chr7,35503142,AC007652.1
ENSG00000287032.1,chr7,35618794,AC018647.3
ENSG00000122557.11,chr7,35665059,HERPUD2
ENSG00000271122.1,chr7,35697314,AC018647.2
ENSG00000227544.10,chr7,35724978,AC018647.1
ENSG00000232736.1,chr7,35768381,AC007551.1
ENSG00000228878.8,chr7,35776266,SEPTIN7-DT
ENSG00000274328.1,chr7,35847232,AC007551.2
ENSG00000122545.20,chr7,35854018,SEPTIN7
ENSG00000200446.1,chr7,35930211,RNU6-1085P
ENSG00000273580.1,chr7,35934228,AC087072.1
ENSG00000226102.3,chr7,35959440,SEPTIN7P3
ENSG00000270889.1,chr7,35971357,PPP1R14BP4
ENSG00000287893.1,chr7,36002385,AC083864.5
ENSG00000232930.2,chr7,36028374,AC083864.2
ENSG00000285573.1,chr7,36065697,AC083864.4
ENSG00000205745.2,chr7,36082410,AC083864.1
ENSG00000261184.3,chr7,36097958,AC083864.3
ENSG00000228815.1,chr7,36109948,MARK2P13
ENSG00000271117.1,chr7,36147433,AC078841.1
ENSG00000122547.11,chr7,36227396,EEPD1
ENSG00000228770.1,chr7,36228752,AC007327.1
ENSG00000229679.1,chr7,36230194,AC007327.2
ENSG00000234457.1,chr7,36305768,AC006960.1
ENSG00000260070.1,chr7,36320127,AC006960.3
ENSG00000201432.1,chr7,36337722,Y_RNA
ENSG00000164542.13,chr7,36357138,KIAA0895
ENSG00000011426.11,chr7,36421806,ANLN
ENSG00000237400.1,chr7,36483768,AC006960.2
ENSG00000230539.1,chr7,36598977,AOAH-IT1
ENSG00000136250.12,chr7,36618745,AOAH
ENSG00000272984.1,chr7,36734270,AC007349.4
ENSG00000229424.1,chr7,36756884,AC007349.1
ENSG00000235728.1,chr7,36781898,AC007349.3
ENSG00000225739.1,chr7,36819324,NPM1P18
ENSG00000230831.1,chr7,36840172,AC007349.2
ENSG00000221325.1,chr7,36919394,MIR1200
ENSG00000224101.1,chr7,37005713,ELMO1-AS1
ENSG00000224706.1,chr7,37116982,RPS17P13
ENSG00000155849.16,chr7,37151064,ELMO1
ENSG00000222869.1,chr7,37351192,RNU6-565P
ENSG00000213744.3,chr7,37375772,RPS10P14
ENSG00000200113.1,chr7,37419698,AC078843.1
ENSG00000201566.1,chr7,37435166,Y_RNA
ENSG00000178503.6,chr7,37585914,NECAP1P1
ENSG00000187037.8,chr7,37758792,GPR141
ENSG00000283444.1,chr7,37796473,GPR141BP
ENSG00000086289.12,chr7,37817890,EPDR1
ENSG00000225314.1,chr7,37821410,AC018634.1
ENSG00000086288.12,chr7,37874497,NME8
ENSG00000106483.12,chr7,37965814,SFRP4
ENSG00000010270.14,chr7,38204458,STARD3NL
ENSG00000227191.8,chr7,38244576,TRGC2
ENSG00000211687.1,chr7,38253404,TRGJ2
ENSG00000211688.1,chr7,38256366,TRGJP2
ENSG00000211689.7,chr7,38261778,TRGC1
ENSG00000211690.1,chr7,38269516,TRGJ1
ENSG00000211691.2,chr7,38273617,TRGJP
ENSG00000211692.1,chr7,38276288,TRGJP1
ENSG00000211693.2,chr7,38291847,TRGV11
ENSG00000231202.1,chr7,38295998,TRGVB
ENSG00000211694.2,chr7,38300066,TRGV10
ENSG00000231916.1,chr7,38311596,AC006033.1
ENSG00000211695.2,chr7,38317939,TRGV9
ENSG00000225992.1,chr7,38322588,TRGVA
ENSG00000272908.1,chr7,38327856,AC006033.2
ENSG00000211696.2,chr7,38330639,TRGV8
ENSG00000249978.1,chr7,38335278,TRGV7
ENSG00000226212.2,chr7,38340849,TRGV6
ENSG00000228668.1,chr7,38345264,TRGV5P
ENSG00000211697.4,chr7,38349688,TRGV5
ENSG00000211698.2,chr7,38354116,TRGV4
ENSG00000211699.2,chr7,38358837,TRGV3
ENSG00000281103.2,chr7,38360190,TRG-AS1
ENSG00000233306.2,chr7,38363191,TRGV2
ENSG00000211701.2,chr7,38367878,TRGV1
ENSG00000078053.17,chr7,38507562,AMPH
ENSG00000241756.3,chr7,38531190,RN7SL83P
ENSG00000227404.1,chr7,38655909,KRT8P20
ENSG00000164556.7,chr7,38686192,FAM183BP
ENSG00000006715.16,chr7,38827684,VPS41
ENSG00000233854.2,chr7,38996960,POU6F2-AS2
ENSG00000106536.21,chr7,39235502,POU6F2
ENSG00000206947.1,chr7,39329068,SNORA20B
ENSG00000224122.2,chr7,39405584,POU6F2-AS1
ENSG00000227172.2,chr7,39555942,AC011290.1
ENSG00000236015.1,chr7,39569787,AC011290.2
ENSG00000241127.8,chr7,39588352,YAE1
ENSG00000231951.1,chr7,39609950,AC004837.3
ENSG00000106540.4,chr7,39609998,AC004837.1
ENSG00000287584.1,chr7,39622227,AC004837.4
ENSG00000006451.8,chr7,39665842,RALA
ENSG00000228554.1,chr7,39701818,AC004837.2
ENSG00000188185.13,chr7,39763261,LINC00265
ENSG00000252480.1,chr7,39768392,RNU6-719P
ENSG00000270797.1,chr7,39789136,AC004987.3
ENSG00000226220.1,chr7,39797252,CICP22
ENSG00000231198.1,chr7,39833540,AC004987.1
ENSG00000233225.3,chr7,39834144,SSBL3P1
ENSG00000237251.2,chr7,39842344,AC004987.2
ENSG00000175741.5,chr7,39854775,RWDD4P2
ENSG00000242855.3,chr7,39888520,RN7SL496P
ENSG00000259826.1,chr7,39948638,AC072061.1
ENSG00000065883.16,chr7,40024850,CDK13
ENSG00000273444.1,chr7,40107371,AC006023.2
ENSG00000270577.1,chr7,40115814,AC006023.1
ENSG00000199273.1,chr7,40128176,Y_RNA
ENSG00000168303.9,chr7,40130324,MPLKIP
ENSG00000248711.1,chr7,40152882,THUMPD3P1
ENSG00000175600.16,chr7,40497884,SUGCT
ENSG00000203446.2,chr7,40542528,SUGCT-AS1
ENSG00000227658.1,chr7,40780388,AC005160.1
ENSG00000232458.1,chr7,40972303,LINC01450
ENSG00000224017.2,chr7,41111523,LINC01449
ENSG00000122641.11,chr7,41686501,INHBA
ENSG00000224116.7,chr7,41736636,INHBA-AS1
ENSG00000106571.15,chr7,42112524,GLI3
ENSG00000213721.3,chr7,42113492,HMGN2P30
ENSG00000238284.2,chr7,42684082,LINC01448
ENSG00000229161.2,chr7,42798700,TCP1P1
ENSG00000231539.1,chr7,42837055,AC010132.1
ENSG00000261019.1,chr7,42901956,AC010132.4
ENSG00000136197.13,chr7,42910516,C7orf25
ENSG00000234983.1,chr7,42919412,AC010132.2
ENSG00000256646.8,chr7,42920744,AC010132.3
ENSG00000106588.12,chr7,42924506,PSMA2
ENSG00000106591.4,chr7,42940667,MRPL32
ENSG00000232006.9,chr7,43034033,AC005537.1
ENSG00000201933.1,chr7,43096788,Y_RNA
ENSG00000181211.1,chr7,43140542,HECW1-IT1
ENSG00000264069.3,chr7,43150944,MIR3943
ENSG00000252983.1,chr7,43194452,RNU7-35P
ENSG00000223258.1,chr7,43207814,RNU6-575P
ENSG00000228680.1,chr7,43244167,AC004692.2
ENSG00000213717.3,chr7,43274370,AC004692.1
ENSG00000002746.15,chr7,43339315,HECW1
ENSG00000231638.1,chr7,43515635,LUARIS
ENSG00000164543.7,chr7,43616736,STK17A
ENSG00000106603.19,chr7,43669086,COA1
ENSG00000229497.1,chr7,43767444,AC005189.1
ENSG00000106605.11,chr7,43783011,BLVRA
ENSG00000062582.14,chr7,43868226,MRPS24
ENSG00000270617.1,chr7,43886574,URGCP-MRPS24
ENSG00000106608.17,chr7,43901152,URGCP
ENSG00000237972.1,chr7,43919376,TUBG1P
ENSG00000078967.13,chr7,43941286,UBE2D4
ENSG00000241057.2,chr7,43967456,AC004951.3
ENSG00000214783.9,chr7,43980035,POLR2J4
ENSG00000273432.1,chr7,43985530,AC004951.4
ENSG00000239556.4,chr7,43987601,AC004951.2
ENSG00000136206.4,chr7,44004010,SPDYE1
ENSG00000228434.1,chr7,44005956,AC004951.1
ENSG00000272655.2,chr7,44016366,POLR2J4
ENSG00000285596.1,chr7,44025430,AC017116.2
ENSG00000228903.7,chr7,44034422,RASA4CP
ENSG00000235314.1,chr7,44040738,LINC00957
ENSG00000284067.1,chr7,44051798,MIR6837
ENSG00000136279.21,chr7,44057048,DBNL
ENSG00000164708.6,chr7,44064147,PGAM2
ENSG00000239775.1,chr7,44065494,AC017116.1
ENSG00000283969.1,chr7,44073406,MIR6838
ENSG00000122678.17,chr7,44077296,POLM
ENSG00000106624.11,chr7,44109454,AEBP1
ENSG00000284412.1,chr7,44110880,MIR4649
ENSG00000106628.12,chr7,44119519,POLD2
ENSG00000252848.1,chr7,44125812,RNA5SP230
ENSG00000106631.8,chr7,44140098,MYL7
ENSG00000106633.17,chr7,44170692,GCK
ENSG00000106636.9,chr7,44207626,YKT6
ENSG00000058404.20,chr7,44275864,CAMK2B
ENSG00000279853.1,chr7,44368216,AC004453.1
ENSG00000015676.18,chr7,44434888,NUDCD3
ENSG00000146677.7,chr7,44468100,RPL32P18
ENSG00000200456.1,chr7,44503826,RNU6-1097P
ENSG00000225443.1,chr7,44511178,AC004938.1
ENSG00000015520.15,chr7,44526932,NPC1L1
ENSG00000136271.11,chr7,44570428,DDX56
ENSG00000158604.15,chr7,44580090,TMED4
ENSG00000287574.1,chr7,44583098,AC004938.2
ENSG00000271586.1,chr7,44601260,AC011894.1
ENSG00000105953.15,chr7,44657819,OGDH
ENSG00000122515.15,chr7,44759231,ZMIZ2
ENSG00000228596.1,chr7,44786195,AC013436.1
ENSG00000196262.15,chr7,44810622,PPIA
ENSG00000105968.19,chr7,44837439,H2AZ2
ENSG00000234183.1,chr7,44848992,LINC01952
ENSG00000146676.10,chr7,44880914,PURB
ENSG00000284261.1,chr7,44881774,MIR4657
ENSG00000272768.1,chr7,44885673,AC004854.2
ENSG00000230160.1,chr7,44919999,AC004854.1
ENSG00000260997.1,chr7,44959954,AC004847.1
ENSG00000136286.16,chr7,44970875,MYO1G
ENSG00000232956.9,chr7,44984992,SNHG15
ENSG00000277184.1,chr7,44985444,SNORA9
ENSG00000136280.17,chr7,45037972,CCM2
ENSG00000136274.9,chr7,45084703,NACAD
ENSG00000206838.1,chr7,45104416,SNORA5A
ENSG00000201772.1,chr7,45104974,SNORA5C
ENSG00000200656.1,chr7,45106034,SNORA5B
ENSG00000136270.14,chr7,45106074,TBRG4
ENSG00000122679.8,chr7,45172046,RAMP3
ENSG00000275295.1,chr7,45303991,AC073968.1
ENSG00000286738.1,chr7,45326742,AC073968.2
ENSG00000234359.3,chr7,45391916,ELK1P1
ENSG00000225537.1,chr7,45501447,AC073325.1
ENSG00000226999.1,chr7,45534602,AC073325.2
ENSG00000164742.16,chr7,45648628,ADCY1
ENSG00000214765.8,chr7,45746382,SEPTIN7P2
ENSG00000212450.1,chr7,45789636,RNU6-241P
ENSG00000272556.2,chr7,45792184,GTF2IP13
ENSG00000235955.1,chr7,45817616,CICP20
ENSG00000226838.1,chr7,45818810,AC096582.1
ENSG00000251378.1,chr7,45818840,AC096582.2
ENSG00000202350.1,chr7,45843687,RNU6-326P
ENSG00000283247.2,chr7,45866538,CCDC201
ENSG00000146678.10,chr7,45891010,IGFBP1
ENSG00000146674.15,chr7,45917060,IGFBP3
ENSG00000237471.2,chr7,45963460,AC073115.2
ENSG00000229628.1,chr7,45995902,AC073115.1
ENSG00000233952.1,chr7,45997806,FTLP15
ENSG00000221971.3,chr7,46000200,TTC4P1
ENSG00000224547.1,chr7,46145312,ZNF619P1
ENSG00000229459.1,chr7,46277766,AC023669.1
ENSG00000237760.1,chr7,46322870,AC023669.2
ENSG00000240355.1,chr7,46477198,AC004869.2
ENSG00000230680.2,chr7,46479700,AC004869.1
ENSG00000224519.1,chr7,46634780,HMGN1P19
ENSG00000233539.5,chr7,46716818,AC011294.1
ENSG00000242948.1,chr7,46782408,EPS15P1
ENSG00000232072.1,chr7,46970152,AC004870.4
ENSG00000223829.6,chr7,46998562,AC004870.2
ENSG00000242552.1,chr7,47026349,MRPL42P4
ENSG00000229192.6,chr7,47039874,AC004870.3
ENSG00000214754.3,chr7,47053234,AC004870.1
ENSG00000286315.1,chr7,47253348,AC087175.1
ENSG00000136205.17,chr7,47428856,TNS3
ENSG00000236078.2,chr7,47619179,LINC01447
ENSG00000221845.4,chr7,47658446,C7orf65
ENSG00000146666.5,chr7,47764124,LINC00525
ENSG00000136275.10,chr7,47807569,C7orf69
ENSG00000158683.9,chr7,47844334,PKD1L1
ENSG00000225507.1,chr7,47957056,AC069282.1
ENSG00000136273.13,chr7,47971452,HUS1
ENSG00000164744.13,chr7,48008134,SUN3
ENSG00000164746.14,chr7,48048408,C7orf57
ENSG00000183696.14,chr7,48098682,UPP1
ENSG00000179869.15,chr7,48409478,ABCA13
ENSG00000228173.2,chr7,48664802,AC091770.1
ENSG00000285536.1,chr7,48709954,LINC02838
ENSG00000225705.2,chr7,48849662,AC004899.1
ENSG00000279578.1,chr7,48849696,AC004899.2
ENSG00000229165.1,chr7,48903224,GDI2P1
ENSG00000218305.4,chr7,48923610,CDC14C
ENSG00000234686.1,chr7,49242476,AC091730.1
ENSG00000270763.1,chr7,49259170,DDX43P2
ENSG00000286995.1,chr7,49555686,AC092448.1
ENSG00000279104.1,chr7,49761830,AC093775.1
ENSG00000188730.5,chr7,49847794,VWC2
ENSG00000223893.1,chr7,49943346,GNL2P1
ENSG00000042813.8,chr7,49985875,ZPBP
ENSG00000287521.1,chr7,50093701,AC034148.1
ENSG00000164500.7,chr7,50127570,SPATA48
ENSG00000228005.1,chr7,50142182,AC020743.1
ENSG00000231681.2,chr7,50232498,AC020743.2
ENSG00000235620.1,chr7,50275206,AC020743.3
ENSG00000185811.19,chr7,50354584,IKZF1
ENSG00000285165.1,chr7,50394293,AC124014.1
ENSG00000200815.1,chr7,50435433,RNU6-1091P
ENSG00000132436.11,chr7,50493332,FIGNL1
ENSG00000132437.18,chr7,50511920,DDC
ENSG00000226122.1,chr7,50537611,DDC-AS1
ENSG00000286658.1,chr7,50642796,AC005153.1
ENSG00000106070.20,chr7,50691762,GRB10
ENSG00000236046.1,chr7,50840678,AC004920.1
ENSG00000228085.1,chr7,50843655,AC009296.1
ENSG00000201133.1,chr7,50935422,AC004830.1
ENSG00000228204.2,chr7,50944868,AC004830.2
ENSG00000106078.19,chr7,51166515,COBL
ENSG00000231490.1,chr7,51259798,RPL7L1P2
ENSG00000227233.1,chr7,51383472,CICP17
ENSG00000228897.1,chr7,51386732,AC012441.2
ENSG00000227080.2,chr7,51388772,AC012441.1
ENSG00000229478.1,chr7,51600430,ROBO2P1
ENSG00000285741.1,chr7,51600716,AC005999.2
ENSG00000229403.1,chr7,51622560,AC005999.1
ENSG00000242650.3,chr7,51716790,RN7SL292P
ENSG00000286987.1,chr7,51777499,AC006478.1
ENSG00000287039.1,chr7,51856942,AC006478.2
ENSG00000233960.1,chr7,52179074,AC079763.1
ENSG00000253028.1,chr7,52269503,AC006320.1
ENSG00000286908.1,chr7,52498293,AC006459.1
ENSG00000234304.2,chr7,52894822,SGO1P2
ENSG00000223970.1,chr7,53002924,AC074397.1
ENSG00000221900.6,chr7,53036279,POM121L12
ENSG00000227344.2,chr7,53188163,HAUS6P1
ENSG00000271194.1,chr7,53316444,RNF138P2
ENSG00000199629.1,chr7,53366134,RNU1-14P
ENSG00000222154.1,chr7,53490294,RN7SKP218
ENSG00000234105.1,chr7,53516054,AC009468.2
ENSG00000228627.2,chr7,53566884,AC009468.1
ENSG00000205628.4,chr7,53733730,LINC01446
ENSG00000222355.1,chr7,53776230,RNU2-29P
ENSG00000271306.1,chr7,53780023,RAC1P9
ENSG00000232418.1,chr7,53787232,AC074348.1
ENSG00000235454.1,chr7,53862786,HAUS6P3
ENSG00000238131.2,chr7,53937240,LINC02854
ENSG00000280920.1,chr7,54201822,AC092848.1
ENSG00000287953.1,chr7,54221324,AC092848.2
ENSG00000231427.6,chr7,54392882,LINC01445
ENSG00000213673.3,chr7,54419886,SLC25A5P3
ENSG00000170419.11,chr7,54556702,VSTM2A
ENSG00000224223.1,chr7,54564348,VSTM2A-OT1
ENSG00000228735.1,chr7,54577423,AC011228.1
ENSG00000200471.1,chr7,54621078,RNU6-1125P
ENSG00000232612.1,chr7,54656546,RPL31P35
ENSG00000288525.1,chr7,54676793,AC011228.3
ENSG00000286404.1,chr7,54726386,AC011228.2
ENSG00000132432.14,chr7,54756112,SEC61G
ENSG00000234707.3,chr7,54786038,SEC61G-DT
ENSG00000218586.3,chr7,54935942,AC006971.1
ENSG00000146648.19,chr7,55115322,EGFR
ENSG00000224057.1,chr7,55184342,EGFR-AS1
ENSG00000237210.1,chr7,55244964,AC073324.1
ENSG00000280890.1,chr7,55245800,ELDR
ENSG00000230564.1,chr7,55260032,CALM1P2
ENSG00000230936.1,chr7,55343637,AC073347.1
ENSG00000132434.10,chr7,55399537,LANCL2
ENSG00000154978.13,chr7,55504522,VOPP1
ENSG00000223475.1,chr7,55580754,AC099681.1
ENSG00000233977.1,chr7,55592634,AC099681.3
